,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
Gda1,2.96E-92,0.346787073,0.963,0.763,1.24E-87,23,Gda
Palm2,4.91E-127,0.346659491,0.935,0.778,2.06E-122,23,Palm2
Tmem1783,1.66E-87,0.344437408,0.969,0.886,6.95E-83,23,Tmem178
Deptor1,1.06E-114,0.344433291,0.769,0.427,4.46E-110,23,Deptor
Aimp21,4.96E-98,0.341041765,0.951,0.91,2.08E-93,23,Aimp2
Gas7,1.51E-131,0.340900138,0.995,0.943,6.35E-127,23,Gas7
Dbn13,6.17E-101,0.338814074,0.974,0.907,2.58E-96,23,Dbn1
Atp8a12,9.66E-85,0.338496176,0.984,0.91,4.05E-80,23,Atp8a1
Stambpl1,1.36E-50,0.336267156,0.785,0.705,5.71E-46,23,Stambpl1
Cnih24,8.09E-113,0.33582383,0.993,0.96,3.39E-108,23,Cnih2
Fdps4,5.73E-105,0.332545773,0.976,0.94,2.40E-100,23,Fdps
Cdk182,5.71E-176,0.327686535,0.729,0.302,2.39E-171,23,Cdk18
Mup5,0,0.326446673,0.374,0.022,0,23,Mup5
H2afj2,1.43E-146,0.325603738,0.996,0.965,6.01E-142,23,H2afj
Sox51,1.89E-107,0.324423567,0.897,0.58,7.92E-103,23,Sox5
Tmem191c1,1.62E-96,0.323996432,0.993,0.961,6.79E-92,23,Tmem191c
Plxna21,2.22E-74,0.323339871,0.901,0.739,9.31E-70,23,Plxna2
Cdkl41,2.74E-135,0.322833956,0.756,0.364,1.15E-130,23,Cdkl4
Vopp12,5.67E-53,0.322805767,0.927,0.852,2.38E-48,23,Vopp1
Nxph31,0,0.322272544,0.882,0.239,0,23,Nxph3
Tenm11,3.47E-84,0.320607686,0.909,0.76,1.46E-79,23,Tenm1
Fbxl161,2.42E-116,0.31951277,0.997,0.958,1.01E-111,23,Fbxl16
9430020K01Rik4,5.11E-80,0.31844638,0.838,0.613,2.14E-75,23,9430020K01Rik
Calm22,1.33E-163,0.316880772,1,0.998,5.59E-159,23,Calm2
Dlc12,2.27E-129,0.316833661,0.85,0.579,9.53E-125,23,Dlc1
D630023F18Rik1,7.08E-135,0.316467947,0.691,0.353,2.97E-130,23,D630023F18Rik
Synj12,3.01E-82,0.316396419,1,0.962,1.26E-77,23,Synj1
Mmp161,1.07E-86,0.316238698,0.842,0.655,4.51E-82,23,Mmp16
Rprm,3.75E-59,0.316182783,0.603,0.354,1.57E-54,23,Rprm
Tmem50a3,5.88E-125,0.315902933,0.999,0.985,2.47E-120,23,Tmem50a
Mllt42,2.00E-142,0.315558524,0.992,0.95,8.39E-138,23,Mllt4
Stmn42,2.11E-93,0.314773291,1,0.955,8.85E-89,23,Stmn4
Ryr32,4.06E-81,0.312192545,0.667,0.375,1.70E-76,23,Ryr3
Cnrip11,4.75E-104,0.311667708,0.992,0.964,1.99E-99,23,Cnrip1
Gria24,6.42E-106,0.311581385,1,0.987,2.69E-101,23,Gria2
Prrt31,3.29E-78,0.311402157,0.804,0.653,1.38E-73,23,Prrt3
C1qtnf43,2.56E-114,0.308918741,0.999,0.971,1.07E-109,23,C1qtnf4
Mapt,8.11E-123,0.308366707,1,0.977,3.40E-118,23,Mapt
Adcy13,2.72E-72,0.307721489,0.992,0.891,1.14E-67,23,Adcy1
LOC102639429,3.39E-129,0.307667376,0.732,0.393,1.42E-124,23,LOC102639429
Hsp90ab12,1.38E-182,0.305685273,1,0.997,5.77E-178,23,Hsp90ab1
Ralyl2,2.03E-69,0.305676682,0.966,0.9,8.51E-65,23,Ralyl
Grb143,7.69E-148,0.305125534,0.838,0.466,3.22E-143,23,Grb14
Slc25a222,2.80E-83,0.303607791,0.989,0.929,1.17E-78,23,Slc25a22
Cd2005,4.91E-59,0.302412133,0.99,0.947,2.06E-54,23,Cd200
Cdh181,4.68E-209,0.302091814,0.81,0.343,1.96E-204,23,Cdh18
Pisd-ps13,1.87E-64,0.300998673,0.996,0.966,7.82E-60,23,Pisd-ps1
Sertm1,8.18E-188,0.29992172,0.72,0.308,3.43E-183,23,Sertm1
Nos1ap2,2.29E-77,0.299741463,0.921,0.786,9.61E-73,23,Nos1ap
Tpd52l11,6.21E-77,0.299477946,0.853,0.632,2.60E-72,23,Tpd52l1
Cplx32,1.04E-144,0.298996438,0.563,0.188,4.35E-140,23,Cplx3
Kcng11,5.89E-204,0.298685225,0.631,0.209,2.47E-199,23,Kcng1
Arid4a1,8.16E-85,0.298550619,0.977,0.92,3.42E-80,23,Arid4a
Kcnip31,1.57E-78,0.298403008,0.965,0.678,6.60E-74,23,Kcnip3
Chrna42,2.76E-141,0.297738426,0.916,0.572,1.16E-136,23,Chrna4
Kif1a1,2.18E-106,0.297377499,0.999,0.976,9.14E-102,23,Kif1a
Car11,1.57E-108,0.296730906,0.99,0.941,6.60E-104,23,Car11
Agap31,4.42E-89,0.296396625,0.974,0.922,1.85E-84,23,Agap3
Rps4l5,1.64E-66,0.296097166,0.8,0.58,6.85E-62,23,Rps4l
Rap2a2,7.28E-88,0.295967906,0.94,0.814,3.05E-83,23,Rap2a
Necab32,8.56E-62,0.29585008,0.932,0.722,3.59E-57,23,Necab3
Rai143,2.19E-304,0.295773745,0.702,0.192,9.17E-300,23,Rai14
Ensa2,3.36E-107,0.295504781,1,0.982,1.41E-102,23,Ensa
Srcin11,9.52E-138,0.294589099,0.984,0.923,3.99E-133,23,Srcin1
1700001L19Rik1,4.28E-91,0.293296406,0.823,0.62,1.80E-86,23,1700001L19Rik
Pak32,4.03E-61,0.292714807,0.965,0.93,1.69E-56,23,Pak3
Prph,1.24E-278,0.290756314,0.45,0.088,5.21E-274,23,Prph
Mapk81,4.00E-72,0.290623547,0.935,0.85,1.68E-67,23,Mapk8
Thra,2.93E-158,0.28958471,0.997,0.952,1.23E-153,23,Thra
Chchd6,4.80E-109,0.288200713,0.993,0.963,2.01E-104,23,Chchd6
Zmiz1,1.52E-97,0.287844128,0.936,0.776,6.37E-93,23,Zmiz1
Nfib5,2.21E-92,0.286952344,0.995,0.803,9.25E-88,23,Nfib
Tanc21,1.27E-68,0.286589939,0.99,0.944,5.31E-64,23,Tanc2
Jund5,5.48E-145,0.286206493,0.997,0.985,2.30E-140,23,Jund
Ramp14,7.28E-65,0.284411735,0.962,0.744,3.05E-60,23,Ramp1
A830018L16Rik2,6.21E-72,0.283938715,0.97,0.852,2.60E-67,23,A830018L16Rik
Rnf52,6.34E-110,0.283685585,0.985,0.971,2.66E-105,23,Rnf5
Sh3gl23,4.35E-59,0.28269844,0.999,0.933,1.82E-54,23,Sh3gl2
Ubl5,4.02E-128,0.281933963,1,0.994,1.68E-123,23,Ubl5
Syt101,5.88E-203,0.281137126,0.629,0.215,2.47E-198,23,Syt10
Nsf2,5.05E-87,0.280947993,1,0.977,2.12E-82,23,Nsf
AI4135821,2.43E-91,0.280598182,1,0.967,1.02E-86,23,AI413582
Cecr6,3.38E-97,0.280316181,0.8,0.55,1.42E-92,23,Cecr6
Ankrd351,9.97E-77,0.28013079,0.63,0.378,4.18E-72,23,Ankrd35
Dzip11,3.25E-18,0.27853592,0.573,0.519,1.36E-13,23,Dzip1
Ap3s12,1.51E-112,0.278490791,0.989,0.952,6.34E-108,23,Ap3s1
Nptx12,6.99E-84,0.278050306,0.962,0.63,2.93E-79,23,Nptx1
Jph3,3.74E-87,0.277882053,0.956,0.883,1.57E-82,23,Jph3
Sptbn21,1.64E-71,0.276724317,0.955,0.858,6.86E-67,23,Sptbn2
Rsph9,4.67E-95,0.276387617,0.857,0.654,1.96E-90,23,Rsph9
Extl11,9.36E-93,0.275755143,0.922,0.682,3.92E-88,23,Extl1
Pde9a2,6.16E-119,0.275335014,0.739,0.376,2.58E-114,23,Pde9a
Ehbp1l1,2.48E-84,0.27501496,0.75,0.522,1.04E-79,23,Ehbp1l1
Ifi2710,1.81E-66,0.274942167,0.737,0.495,7.57E-62,23,Ifi27
Otub11,5.28E-96,0.274117403,0.992,0.964,2.21E-91,23,Otub1
Celf11,6.77E-74,0.272075345,0.989,0.948,2.84E-69,23,Celf1
Peak1,6.20E-75,0.271887223,0.672,0.406,2.60E-70,23,Peak1
Acvr2a,2.02E-48,0.271339236,0.763,0.612,8.46E-44,23,Acvr2a
Tubb2a6,8.48E-63,0.2704228,1,0.992,3.56E-58,23,Tubb2a
Kctd133,1.04E-83,0.270407798,0.98,0.955,4.34E-79,23,Kctd13
Kcnc4,1.76E-91,0.26998612,0.887,0.645,7.39E-87,23,Kcnc4
Nrp15,1.48E-94,0.269667771,0.829,0.454,6.20E-90,23,Nrp1
Idh15,1.33E-52,0.269613398,0.739,0.602,5.57E-48,23,Idh1
Elavl43,1.97E-50,0.269429194,0.997,0.932,8.25E-46,23,Elavl4
Cadm14,4.30E-70,0.26867319,0.999,0.98,1.80E-65,23,Cadm1
Wasl2,1.46E-87,0.268555974,0.99,0.95,6.13E-83,23,Wasl
Dctn3,3.45E-120,0.268442694,1,0.986,1.45E-115,23,Dctn3
Son7,1.53E-123,0.267244735,1,0.999,6.41E-119,23,Son
Cdk142,5.40E-55,0.266117971,0.977,0.871,2.26E-50,23,Cdk14
Tusc32,1.28E-82,0.265834228,0.999,0.975,5.39E-78,23,Tusc3
Zmat2,8.64E-100,0.264808071,1,0.979,3.62E-95,23,Zmat2
Lrrtm31,2.09E-45,0.264611408,0.94,0.824,8.77E-41,23,Lrrtm3
Ptpre3,1.36E-109,0.264139982,0.867,0.586,5.72E-105,23,Ptpre
Cmip2,4.72E-81,0.263739624,0.999,0.964,1.98E-76,23,Cmip
N6amt2,1.64E-78,0.26365671,0.984,0.944,6.87E-74,23,N6amt2
Rab8b4,3.32E-72,0.263652643,0.849,0.676,1.39E-67,23,Rab8b
Dalrd3,1.85E-57,0.263511417,0.935,0.897,7.76E-53,23,Dalrd3
Ap2s11,2.09E-115,0.263416928,1,0.988,8.77E-111,23,Ap2s1
Actl6b1,9.00E-91,0.262568655,0.99,0.952,3.77E-86,23,Actl6b
Flrt11,9.46E-144,0.261726403,0.961,0.796,3.96E-139,23,Flrt1
Map2k13,1.35E-58,0.261553897,0.99,0.953,5.64E-54,23,Map2k1
Xist4,9.37E-85,0.26112217,0.653,0.32,3.93E-80,23,Xist
Rogdi4,3.31E-101,0.261111171,1,0.975,1.39E-96,23,Rogdi
Tmem132a1,4.34E-86,0.260196669,0.962,0.83,1.82E-81,23,Tmem132a
Smpd3,1.59E-116,0.259953763,0.962,0.852,6.65E-112,23,Smpd3
Glrx2,2.04E-106,0.259796315,0.993,0.969,8.55E-102,23,Glrx2
Blcap2,5.06E-53,0.259759923,0.966,0.912,2.12E-48,23,Blcap
Rps6ka21,2.44E-101,0.259236117,0.693,0.401,1.02E-96,23,Rps6ka2
Pdcd5,2.30E-141,0.258927826,1,0.987,9.64E-137,23,Pdcd5
Pin11,5.55E-93,0.258007922,1,0.979,2.33E-88,23,Pin1
Sep-91,1.40E-136,0.257712948,0.824,0.527,5.86E-132,23,9-Sep
Ccdc124,3.48E-105,0.257469514,0.996,0.977,1.46E-100,23,Ccdc124
Htr1f1,4.42E-160,0.255473386,0.831,0.39,1.85E-155,23,Htr1f
Slc22a173,2.27E-82,0.254765599,1,0.989,9.51E-78,23,Slc22a17
Ldb23,2.82E-61,0.254371645,0.918,0.624,1.18E-56,23,Ldb2
Mrps12,2.91E-114,0.254041072,1,0.978,1.22E-109,23,Mrps12
Hk1,1.74E-42,0.254038756,0.978,0.93,7.30E-38,23,Hk1
Rasa32,1.27E-67,0.25401615,0.751,0.502,5.33E-63,23,Rasa3
Atp6ap1l3,7.99E-71,0.253751911,0.623,0.349,3.35E-66,23,Atp6ap1l
Slc4a101,5.05E-50,0.253743173,0.997,0.944,2.12E-45,23,Slc4a10
Rnf1307,1.06E-65,0.253671318,0.929,0.847,4.44E-61,23,Rnf130
Zmynd8,5.67E-66,0.253658524,0.978,0.907,2.38E-61,23,Zmynd8
Tsc22d14,3.05E-77,0.253430176,0.997,0.98,1.28E-72,23,Tsc22d1
Lppr22,3.98E-83,0.252382121,0.973,0.896,1.67E-78,23,Lppr2
Adrbk21,1.15E-84,0.252259748,0.846,0.624,4.81E-80,23,Adrbk2
Sez6l1,4.06E-98,0.251663363,0.989,0.851,1.70E-93,23,Sez6l
Ankrd111,3.84E-56,0.251237374,0.963,0.922,1.61E-51,23,Ankrd11
Myadm4,4.34E-50,0.250788759,0.906,0.765,1.82E-45,23,Myadm
Gpr882,2.75E-146,0.250348257,0.683,0.257,1.15E-141,23,Gpr88
,,,,,,,
Ctgf4,2.04E-05,0.494253253,0.257,0.219,0.854418492,23,Ctgf
,,,,,,,
Myl4,0,2.177877886,0.932,0.344,0,24,Myl4
Tshz22,0,1.733602988,0.999,0.173,0,24,Tshz2
Lypd14,0,1.415971103,0.948,0.345,0,24,Lypd1
Etv14,0,1.409538136,0.979,0.414,0,24,Etv1
Il11ra11,0,1.293534093,0.91,0.363,0,24,Il11ra1
Fezf24,0,1.245685342,0.998,0.327,0,24,Fezf2
Olfm34,0,1.192826,0.986,0.492,0,24,Olfm3
Adcy24,0,1.138119236,0.998,0.815,0,24,Adcy2
Efr3a1,0,1.130391534,0.999,0.95,0,24,Efr3a
Pcp46,0,1.023110693,0.996,0.706,0,24,Pcp4
Neto23,0,1.018108241,0.996,0.632,0,24,Neto2
Tmem159,0,1.007851199,0.961,0.456,0,24,Tmem159
Nrsn25,0,0.983515014,0.998,0.734,0,24,Nrsn2
Cd24a2,0,0.965915086,0.522,0.115,0,24,Cd24a
Pamr11,0,0.938294921,0.943,0.367,0,24,Pamr1
Plcxd21,0,0.907029008,0.965,0.529,0,24,Plcxd2
Grp2,0,0.885929571,0.7,0.167,0,24,Grp
Amigo22,0,0.867227411,0.851,0.149,0,24,Amigo2
Trp53i113,0,0.865544138,0.904,0.441,0,24,Trp53i11
Uap11,0,0.842389003,0.991,0.832,0,24,Uap1
Wls5,0,0.841554989,0.812,0.461,0,24,Wls
Tle43,0,0.829256562,0.995,0.593,0,24,Tle4
Vwc2l1,0,0.82327153,0.916,0.169,0,24,Vwc2l
Spon13,0,0.813220026,0.971,0.419,0,24,Spon1
Ly6g6e1,0,0.790125042,0.511,0.109,0,24,Ly6g6e
Rap1gds11,0,0.782419333,1,0.944,0,24,Rap1gds1
Stmn12,0,0.773966489,1,0.986,0,24,Stmn1
Sec621,0,0.773100431,1,0.997,0,24,Sec62
Diras23,0,0.772511506,0.995,0.771,0,24,Diras2
Nxph14,0,0.762022597,0.836,0.249,0,24,Nxph1
Chgb1,0,0.759403655,0.998,0.965,0,24,Chgb
Lmo35,0,0.757619167,0.995,0.693,0,24,Lmo3
Sla2,0,0.73529263,0.819,0.217,0,24,Sla2
Dync1i14,0,0.73360875,0.998,0.946,0,24,Dync1i1
Stxbp22,0,0.725542507,0.965,0.577,0,24,Stxbp2
Gsta45,0,0.710703931,0.984,0.619,0,24,Gsta4
Stard5,0,0.709174371,0.936,0.198,0,24,Stard5
Camk2d1,0,0.695503498,0.995,0.714,0,24,Camk2d
Trhr,0,0.682857416,0.653,0.027,0,24,Trhr
Fut91,0,0.6772329,0.997,0.872,0,24,Fut9
Serpini15,0,0.677105097,1,0.935,0,24,Serpini1
Crym4,0,0.676259393,0.972,0.392,0,24,Crym
Nxph32,0,0.671053626,0.988,0.22,0,24,Nxph3
Bcat13,0,0.669515705,0.981,0.729,0,24,Bcat1
Wscd13,0,0.623725567,0.833,0.348,0,24,Wscd1
Ift571,0,0.623201819,0.987,0.895,0,24,Ift57
Neurod63,0,0.62093887,0.998,0.603,0,24,Neurod6
Cbln24,0,0.610891512,0.893,0.443,0,24,Cbln2
Meis23,0,0.610595295,0.868,0.369,0,24,Meis2
Slc17a62,0,0.608710228,0.711,0.227,0,24,Slc17a6
Hlf2,0,0.603933651,0.995,0.772,0,24,Hlf
Mdh13,0,0.591843201,1,0.998,0,24,Mdh1
Plekhb12,0,0.59141892,0.623,0.187,0,24,Plekhb1
Marcks6,0,0.58529491,0.999,0.953,0,24,Marcks
Mgat4c3,0,0.583637689,0.941,0.474,0,24,Mgat4c
Rit24,0,0.580541499,0.998,0.95,0,24,Rit2
Scai,0,0.579412516,0.978,0.811,0,24,Scai
Ssbp21,0,0.575608148,0.998,0.959,0,24,Ssbp2
Rprm1,0,0.57509207,0.887,0.338,0,24,Rprm
Trpc31,0,0.573446812,0.888,0.275,0,24,Trpc3
Ndn6,0,0.567277205,0.901,0.79,0,24,Ndn
Asns2,0,0.559327356,0.999,0.958,0,24,Asns
Scg32,0,0.553909503,0.994,0.933,0,24,Scg3
P4ha11,0,0.551946623,0.957,0.769,0,24,P4ha1
Pid11,0,0.549893793,0.934,0.635,0,24,Pid1
Slit12,0,0.548466753,0.963,0.512,0,24,Slit1
Slc20a11,0,0.548182314,0.961,0.799,0,24,Slc20a1
Slc7a34,0,0.543091555,0.868,0.419,0,24,Slc7a3
Mgst33,0,0.540223808,0.999,0.967,0,24,Mgst3
Plcxd32,0,0.538014719,0.797,0.357,0,24,Plcxd3
Abi3bp,0,0.53550881,0.609,0.144,0,24,Abi3bp
Sh3gl36,0,0.53258606,0.944,0.743,0,24,Sh3gl3
Satb12,0,0.530908957,0.986,0.694,0,24,Satb1
Shisa41,0,0.529401938,0.998,0.923,0,24,Shisa4
Dpy19l12,0,0.527121426,0.912,0.626,0,24,Dpy19l1
Strbp1,0,0.525665271,1,0.98,0,24,Strbp
Chrm21,0,0.52275705,0.631,0.255,0,24,Chrm2
Gm112231,0,0.522350765,1,0.979,0,24,Gm11223
Kcnip17,0,0.522039531,0.917,0.342,0,24,Kcnip1
Chn22,0,0.517437409,0.776,0.442,0,24,Chn2
Camk12,0,0.514676607,0.994,0.899,0,24,Camk1
Msmo14,0,0.512285181,0.98,0.881,0,24,Msmo1
Kcna61,0,0.51158202,0.995,0.789,0,24,Kcna6
Fdps5,0,0.511419999,0.991,0.938,0,24,Fdps
Prkca2,0,0.509773293,0.985,0.78,0,24,Prkca
Nrsn1,0,0.508144315,0.999,0.947,0,24,Nrsn1
Cntn63,0,0.507208898,0.79,0.401,0,24,Cntn6
Cacnb4,0,0.503324691,0.999,0.953,0,24,Cacnb4
Unc13b,0,0.502758454,0.936,0.578,0,24,Unc13b
Cxx1c2,0,0.502636213,1,0.98,0,24,Cxx1c
Lrrn31,0,0.502142929,0.939,0.754,0,24,Lrrn3
Efhd23,0,0.501740162,0.996,0.935,0,24,Efhd2
6330403K07Rik3,0,0.500458566,0.999,0.951,0,24,6330403K07Rik
Kcnmb42,0,0.493013502,0.998,0.803,0,24,Kcnmb4
Atp2a2,0,0.492143362,0.998,0.978,0,24,Atp2a2
Tekt51,0,0.487587744,0.695,0.156,0,24,Tekt5
Ctgf5,0,0.483057423,0.842,0.198,0,24,Ctgf
Wbp54,0,0.482455262,1,0.985,0,24,Wbp5
Gmpr4,0,0.470803554,0.975,0.843,0,24,Gmpr
Htr2c2,0,0.47041156,0.603,0.19,0,24,Htr2c
Rnf1521,0,0.46904797,0.838,0.201,0,24,Rnf152
Foxp13,0,0.467200683,0.989,0.852,0,24,Foxp1
Rwdd2a3,0,0.46635497,0.936,0.768,0,24,Rwdd2a
Kcnk21,0,0.465331097,0.994,0.617,0,24,Kcnk2
2210013O21Rik3,0,0.462264505,0.995,0.95,0,24,2210013O21Rik
Cd472,0,0.455438208,1,0.986,0,24,Cd47
Ldb24,0,0.454942586,0.963,0.615,0,24,Ldb2
Sep-44,0,0.451596005,0.978,0.789,0,24,4-Sep
Adora12,0,0.451206082,0.984,0.667,0,24,Adora1
Bex18,0,0.45036321,1,0.965,0,24,Bex1
Vstm2a6,0,0.449815217,0.998,0.916,0,24,Vstm2a
Cdc5l,0,0.449022069,0.98,0.906,0,24,Cdc5l
Hnmt,0,0.444658434,0.942,0.791,0,24,Hnmt
Sep-31,2.08E-230,0.44251865,0.993,0.947,8.72E-226,24,3-Sep
Tmsb106,0,0.442318952,1,0.952,0,24,Tmsb10
Gm115491,0,0.441336109,0.893,0.555,0,24,Gm11549
Wsb15,0,0.43684987,0.992,0.956,0,24,Wsb1
Dcbld1,0,0.436641664,0.727,0.324,0,24,Dcbld1
Lhfpl52,0,0.435526598,0.809,0.26,0,24,Lhfpl5
Pcdh175,0,0.433283121,0.942,0.799,0,24,Pcdh17
Rcan26,3.61E-301,0.431106244,0.98,0.778,1.51E-296,24,Rcan2
Tbc1d231,0,0.428723388,0.908,0.724,0,24,Tbc1d23
Spop,0,0.427277862,0.996,0.966,0,24,Spop
Rnpep3,0,0.427030721,0.948,0.799,0,24,Rnpep
Laptm4a6,0,0.426725486,0.998,0.989,0,24,Laptm4a
Tmem653,0,0.42595983,0.959,0.825,0,24,Tmem65
Rab262,0,0.424376935,0.955,0.691,0,24,Rab26
Pak12,0,0.422281011,0.999,0.957,0,24,Pak1
Pfn24,0,0.422160314,1,0.986,0,24,Pfn2
Dclk12,0,0.420704175,1,0.979,0,24,Dclk1
Fxyd73,0,0.41843848,0.999,0.802,0,24,Fxyd7
Slc17a8,0,0.418143158,0.511,0.012,0,24,Slc17a8
Pcsk54,0,0.417963492,0.739,0.268,0,24,Pcsk5
Scoc8,0,0.417869648,1,0.985,0,24,Scoc
B3galnt1,0,0.411175074,0.982,0.932,0,24,B3galnt1
Ctsz8,0,0.410278401,0.919,0.481,0,24,Ctsz
Selm6,0,0.409713276,1,0.988,0,24,Selm
Bcl11a2,0,0.407203674,0.998,0.862,0,24,Bcl11a
Prdx44,0,0.406992959,0.926,0.691,0,24,Prdx4
Camkv3,0,0.405838045,0.996,0.904,0,24,Camkv
Hist1h2bc9,0,0.405807028,0.796,0.542,0,24,Hist1h2bc
Fdft15,0,0.403877322,0.988,0.9,0,24,Fdft1
Kcnt23,0,0.403541397,0.884,0.68,0,24,Kcnt2
Fkbp1b2,0,0.403493861,0.972,0.835,0,24,Fkbp1b
Sep-73,0,0.402180491,1,0.997,0,24,7-Sep
Phyh3,0,0.400178021,0.997,0.91,0,24,Phyh
Zcchc185,0,0.399758127,1,0.981,0,24,Zcchc18
Omg3,0,0.399690961,0.992,0.963,0,24,Omg
Bcap292,0,0.397639071,0.981,0.911,0,24,Bcap29
Arap22,1.40E-214,0.397160811,0.921,0.74,5.88E-210,24,Arap2
Tfg,0,0.39062799,0.989,0.944,0,24,Tfg
Ckmt12,0,0.389028263,0.997,0.957,0,24,Ckmt1
Slc35g24,0,0.388874358,0.936,0.695,0,24,Slc35g2
Pdk12,0,0.38298215,0.884,0.62,0,24,Pdk1
Slc1a23,0,0.381779028,0.999,0.822,0,24,Slc1a2
Aldh25,0,0.380476033,0.931,0.674,0,24,Aldh2
Col12a11,0,0.380321526,0.693,0.143,0,24,Col12a1
Hspa12a2,0,0.37849377,0.959,0.782,0,24,Hspa12a
Ncam18,0,0.376692587,0.999,0.983,0,24,Ncam1
LOC105244376,0,0.376685517,0.723,0.044,0,24,LOC105244376
Ahi17,0,0.375234672,0.999,0.978,0,24,Ahi1
Tecr2,0,0.373121197,1,0.997,0,24,Tecr
A730017C20Rik3,0,0.373086362,0.938,0.794,0,24,A730017C20Rik
Ndrg31,0,0.370371129,1,0.979,0,24,Ndrg3
Cib23,0,0.369691984,0.982,0.784,0,24,Cib2
Chchd102,0,0.368070188,1,0.987,0,24,Chchd10
Sez68,0,0.366872926,0.997,0.79,0,24,Sez6
Snhg113,0,0.363874219,1,0.975,0,24,Snhg11
Bcl11b5,0,0.363289539,0.978,0.529,0,24,Bcl11b
Cxxc41,0,0.361397198,0.966,0.659,0,24,Cxxc4
Gabrb14,2.13E-281,0.361336152,0.986,0.922,8.93E-277,24,Gabrb1
Cyb5a6,1.36E-287,0.357646939,0.995,0.966,5.70E-283,24,Cyb5a
Prss122,3.54E-209,0.356640619,0.641,0.388,1.48E-204,24,Prss12
Meg34,2.04E-281,0.355518846,0.999,0.982,8.57E-277,24,Meg3
Sqle2,1.56E-236,0.355110078,0.853,0.682,6.53E-232,24,Sqle
Tmtc11,0,0.354882474,0.799,0.394,0,24,Tmtc1
Sparcl15,0,0.354289533,0.998,0.934,0,24,Sparcl1
Gm9866,0,0.35372006,0.874,0.67,0,24,Gm9866
Impact9,0,0.352874659,1,0.99,0,24,Impact
Cdh111,0,0.352141331,0.967,0.788,0,24,Cdh11
Klhl322,0,0.351191226,0.766,0.4,0,24,Klhl32
Fra10ac1,0,0.351081713,0.96,0.814,0,24,Fra10ac1
Marcksl18,0,0.349148662,0.959,0.573,0,24,Marcksl1
Galt,0,0.348505782,0.973,0.861,0,24,Galt
Pbx13,0,0.348405577,0.993,0.855,0,24,Pbx1
Ephx4,1.06E-272,0.346702884,0.994,0.858,4.45E-268,24,Ephx4
1810037I17Rik4,0,0.344994545,1,0.988,0,24,1810037I17Rik
2900011O08Rik1,0,0.344036538,0.998,0.967,0,24,2900011O08Rik
Grm54,1.05E-287,0.343315374,0.998,0.953,4.38E-283,24,Grm5
Gria42,7.20E-255,0.339879338,0.965,0.873,3.02E-250,24,Gria4
Yaf2,0,0.339057086,0.999,0.973,0,24,Yaf2
Dcc,0,0.338514962,0.795,0.367,0,24,Dcc
Polr2m4,2.73E-301,0.336440128,0.995,0.96,1.14E-296,24,Polr2m
Ccl27a2,0,0.335575489,0.999,0.971,0,24,Ccl27a
Syt52,1.85E-299,0.333994245,0.998,0.939,7.77E-295,24,Syt5
Pnkd2,3.70E-303,0.331721474,0.993,0.967,1.55E-298,24,Pnkd
Nap1l22,3.35E-260,0.330910927,0.99,0.937,1.40E-255,24,Nap1l2
Rab4a1,0,0.330123121,0.972,0.873,0,24,Rab4a
Idh16,3.11E-275,0.329186991,0.818,0.596,1.30E-270,24,Idh1
Klhdc8a2,0,0.329042656,0.733,0.267,0,24,Klhdc8a
Tox,0,0.32800055,0.947,0.385,0,24,Tox
Pdzrn31,0,0.327892829,0.804,0.377,0,24,Pdzrn3
Glra23,0,0.326178904,0.721,0.308,0,24,Glra2
Tpbg2,0,0.325113252,0.675,0.221,0,24,Tpbg
Fam69a4,3.94E-284,0.324734791,0.894,0.781,1.65E-279,24,Fam69a
Hs3st42,0,0.323516816,0.897,0.378,0,24,Hs3st4
Ppap2a,7.50E-305,0.323404504,0.922,0.767,3.14E-300,24,Ppap2a
D630023F18Rik2,0,0.32310461,0.664,0.346,0,24,D630023F18Rik
Kremen11,0,0.32097603,0.745,0.153,0,24,Kremen1
Grik14,0,0.319978813,0.805,0.307,0,24,Grik1
Rapgef42,1.34E-265,0.318380334,0.994,0.935,5.63E-261,24,Rapgef4
Nap1l11,0,0.317632722,1,0.981,0,24,Nap1l1
Oprm15,2.66E-169,0.31606654,0.618,0.422,1.11E-164,24,Oprm1
Gprasp27,2.66E-233,0.313454546,0.978,0.898,1.12E-228,24,Gprasp2
Col24a12,0,0.313223487,0.495,0.073,0,24,Col24a1
Tbata,0,0.311764393,0.665,0.192,0,24,Tbata
Lrrc55,0,0.311631961,0.756,0.332,0,24,Lrrc55
Nap1l57,0,0.311207315,0.998,0.979,0,24,Nap1l5
Prepl1,3.25E-230,0.310772963,0.999,0.969,1.36E-225,24,Prepl
Sox52,0,0.309496155,0.928,0.572,0,24,Sox5
Ctxn23,7.55E-274,0.30877008,0.928,0.801,3.16E-269,24,Ctxn2
Slc35b11,0,0.3083971,0.988,0.947,0,24,Slc35b1
Akap75,5.19E-290,0.306377122,0.932,0.784,2.17E-285,24,Akap7
Araf8,0,0.305720839,1,0.986,0,24,Araf
Tagln32,0,0.30551951,1,0.982,0,24,Tagln3
Skap1,0,0.304992719,0.478,0.144,0,24,Skap1
Ngfrap18,0,0.30434957,1,0.983,0,24,Ngfrap1
Dnaja2,0,0.302871502,0.998,0.975,0,24,Dnaja2
Map2k41,7.04E-196,0.302757615,0.993,0.944,2.95E-191,24,Map2k4
